Indice,texto,Categoria 1,categoria 2,categoria 3
2207,#NoComasCuento: #BitcoinEra utilizó la imagen del empresario ecuatoriano @AbAlvaroNoboa para difundir mentiras. NO es cierto que el excandidato presidencial recomienda invertir el dinero en “criptomonedas” para hacerse rico “de la noche a la mañana”. #NoComasCuento: #BitcoinEra utilizó la imagen del empresario ecuatoriano @AbAlvaroNoboa para difundir mentiras. NO es cierto que el excandidato presidencial recomienda invertir el dinero en “criptomonedas” para hacerse rico “de la noche a la mañana”.,0,0,0
2208,. @Vice_Ec despidió a 89 funcionarios entre 2018 y enero de 2020. Esta y otras acciones inciden en el 'ahorro' de USD 2.097.422 durante la gestión de @ottosonnenh . #NoComasCuento y revisa esta verificación: . @Vice_Ec despidió a 89 funcionarios entre 2018 y enero de 2020. Esta y otras acciones inciden en el 'ahorro' de USD 2.097.422 durante la gestión de @ottosonnenh . #NoComasCuento y revisa esta verificación:,0,0,0
2209,"De acuerdo al @BancoCentral_Ec , en 2016 y 2017 la balanza comercial fue positiva. En contraste, en 2018 durante el Gobierno del presidente @Lenin se registró déficit comercial por USD 514 millones, el cual fue superado en 2019. #NoComasCuento De acuerdo al @BancoCentral_Ec , en 2016 y 2017 la balanza comercial fue positiva. En contraste, en 2018 durante el Gobierno del presidente @Lenin se registró déficit comercial por USD 514 millones, el cual fue superado en 2019. #NoComasCuento",0,0,0
2210,"#LoMásVisto | El consejero y abogado, Alembert Vera, mencionó una cifra (30,000 mil) en alusión a los muertos por #Covid19 en el periodo de gobierno de Moreno, pero no coincide con los datos oficiales. Elaborado por @OimeEcuador para #EcuadorVerifica. #LoMásVisto | El consejero y abogado, Alembert Vera, mencionó una cifra (30,000 mil) en alusión a los muertos por #Covid19 en el periodo de gobierno de Moreno, pero no coincide con los datos oficiales. Elaborado por @OimeEcuador para #EcuadorVerifica.",0,0,0
2211,"El dato: De los 101 hospitales de la red @IESSec , SIETE presentaron insuficiencia en el abastecimiento de fármacos superior al 30% del cuadro básico hasta el 23 de enero de 2020. No son dos o tres como dice el Vicepresidente. #NoComasCuento y revisa: El dato: De los 101 hospitales de la red @IESSec , SIETE presentaron insuficiencia en el abastecimiento de fármacos superior al 30% del cuadro básico hasta el 23 de enero de 2020. No son dos o tres como dice el Vicepresidente. #NoComasCuento y revisa:",0,0,0
2212,El @MinGobiernoEc no ha publicado el detalle sobre la diferencia entre los casos que involucran violencia social y violencia criminal en 2019. La afirmación de @ottosonnenh coincide con la medición realizada entre enero y agosto de 2018... El @MinGobiernoEc no ha publicado el detalle sobre la diferencia entre los casos que involucran violencia social y violencia criminal en 2019. La afirmación de @ottosonnenh coincide con la medición realizada entre enero y agosto de 2018...,0,0,0
2213,"#LoMásVisto | El presidente Guillermo Lasso dijo que la decisión del porte y tenencia de armas era una respuesta al pedido de la seguridad privada, pero representantes de dos instituciones lo niegan. Elaborado por @camaleon_medio para #EcuadorVerifica. #LoMásVisto | El presidente Guillermo Lasso dijo que la decisión del porte y tenencia de armas era una respuesta al pedido de la seguridad privada, pero representantes de dos instituciones lo niegan. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2214,#NoComasCuento: @folha de Sao Paulo aseguró que el Secretario de Comunicación de la Presidencia de Brasil #FabioWajngarten dio positivo para #COVID19. El presidente @jairbolsonaro es monitoreado por el equipo médico: NO se ha confirmado su contagio. #NoComasCuento: @folha de Sao Paulo aseguró que el Secretario de Comunicación de la Presidencia de Brasil #FabioWajngarten dio positivo para #COVID19. El presidente @jairbolsonaro es monitoreado por el equipo médico: NO se ha confirmado su contagio.,0,0,0
2215,"El presidente Guillermo Lasso dijo que la decisión del porte y tenencia de armas era una respuesta al pedido de la seguridad privada, pero representantes de dos instituciones lo niegan. Elaborado por @camaleon_medio para #EcuadorVerifica. El presidente Guillermo Lasso dijo que la decisión del porte y tenencia de armas era una respuesta al pedido de la seguridad privada, pero representantes de dos instituciones lo niegan. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2216,#NoComasCuento: Este 12 de marzo @uniceflac afirmó que NO ha publicado estos supuestos consejos para combatir el #COVID19. El organismo internacional pidió a los usuarios de redes compartir información oficial de @opsoms y UNICEF. #NoComasCuento: Este 12 de marzo @uniceflac afirmó que NO ha publicado estos supuestos consejos para combatir el #COVID19. El organismo internacional pidió a los usuarios de redes compartir información oficial de @opsoms y UNICEF.,0,0,0
2217,"#NoComasCuento: La @WHO aseguró que el contagio del #COVID19 se produce de forma zoonótica, es decir de los animales a las personas (transmisión). El virus surge por el contacto de los humanos con animales salvajes. Revisa: #NoComasCuento: La @WHO aseguró que el contagio del #COVID19 se produce de forma zoonótica, es decir de los animales a las personas (transmisión). El virus surge por el contacto de los humanos con animales salvajes. Revisa:",1,0,1
2218,"Un mensaje de WhatsApp asegura que una empleada de @kfcecuador , del San Marino Shopping (Guayaquil), habría sido contagiada con #Covid19. @kfcecuador lo desmintió: Un mensaje de WhatsApp asegura que una empleada de @kfcecuador , del San Marino Shopping (Guayaquil), habría sido contagiada con #Covid19. @kfcecuador lo desmintió:",0,0,0
2219,"La Federación Ecuatoriana de Empresas de Seguros confirmó que los gastos generados por #COVID19 serán cubiertos. El vicepresidente @ottosonnenh recordó que las aseguradoras no puede, negar cobertura a los contagiados: La Federación Ecuatoriana de Empresas de Seguros confirmó que los gastos generados por #COVID19 serán cubiertos. El vicepresidente @ottosonnenh recordó que las aseguradoras no puede, negar cobertura a los contagiados:",0,0,0
2220,"#NoComasCuento NO es cierto que el actor #DanielRadcliffe, protagonista de la saga #HarryPotter, dio positivo para #COVID19. Para compartir esta mentira se empleó una cuenta falsa atribuida a la @bbcmundo . No difundas mentiras y revisa: #NoComasCuento NO es cierto que el actor #DanielRadcliffe, protagonista de la saga #HarryPotter, dio positivo para #COVID19. Para compartir esta mentira se empleó una cuenta falsa atribuida a la @bbcmundo . No difundas mentiras y revisa:",0,0,0
2221,Esta foto circula por redes sociales de usuarios de #Ecuador y asegura que ladrones disfrazados de médicos de la @CruzRoja usan el #Covid19 como excusa para entrar a casas y robar. La foto difundida fue tomada en Madrid y @CruzRojaEsp desmintió el método de visita domiciliaria. Esta foto circula por redes sociales de usuarios de #Ecuador y asegura que ladrones disfrazados de médicos de la @CruzRoja usan el #Covid19 como excusa para entrar a casas y robar. La foto difundida fue tomada en Madrid y @CruzRojaEsp desmintió el método de visita domiciliaria.,0,0,0
2222,"La asambleísta Ana Belén Cordero dijo que las mujeres pueden defenderse de femicidas con armas, pero estudios y estadísticas demuestran lo contrario. Elaborado por @camaleon_medio para #EcuadorVerifica. La asambleísta Ana Belén Cordero dijo que las mujeres pueden defenderse de femicidas con armas, pero estudios y estadísticas demuestran lo contrario. Elaborado por @camaleon_medio para #EcuadorVerifica.",1,0,1
2223,"#NoComasCuento este hecho no fue reportado por @CaracolTvIntl . El supuesto joven que intentó escupir a @AlvaroUribeVel para contagiarlo de #COVID19 en realidad es el youtuber Raúl Álvarez Genes, mejor conocido como @auronplay . No compartas mentiras: #NoComasCuento este hecho no fue reportado por @CaracolTvIntl . El supuesto joven que intentó escupir a @AlvaroUribeVel para contagiarlo de #COVID19 en realidad es el youtuber Raúl Álvarez Genes, mejor conocido como @auronplay . No compartas mentiras:",0,0,0
2224,"El @BancoMundial coloca en el top 7 de los países más caros de la región a Ecuador. Por otra parte, lo dicho por @caanmichelena contrasta con el costo promedio de la gasolina y los servicios básicos del país comparado con otros… #NoComasCuento El @BancoMundial coloca en el top 7 de los países más caros de la región a Ecuador. Por otra parte, lo dicho por @caanmichelena contrasta con el costo promedio de la gasolina y los servicios básicos del país comparado con otros… #NoComasCuento",0,0,0
2225,"¡#PILAS! Este mensaje que circula por WhatsApp es #FALSO. El @MinTrabajoEc no ha declarado ""suspensión laboral por #coronavirus"" en #Ecuador. #NoComasCuento: ¡#PILAS! Este mensaje que circula por WhatsApp es #FALSO. El @MinTrabajoEc no ha declarado ""suspensión laboral por #coronavirus"" en #Ecuador. #NoComasCuento:",0,0,0
2226,"El excandidato a prefecto, Sebastián Cevallos, dijo que los barrios se organizan contra la inseguridad porque hay un déficit del 30% de policías. Pero, el déficit corresponde al 21%. Elaborado por @camaleon_medio para #EcuadorVerifica. El excandidato a prefecto, Sebastián Cevallos, dijo que los barrios se organizan contra la inseguridad porque hay un déficit del 30% de policías. Pero, el déficit corresponde al 21%. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2227,"#LoMásVisto | El excandidato a prefecto, Sebastián Cevallos, dijo que los barrios se organizan contra la inseguridad porque hay un déficit del 30% de policías. Pero, el déficit corresponde al 21%. Elaborado por @camaleon_medio para #EcuadorVerifica. #LoMásVisto | El excandidato a prefecto, Sebastián Cevallos, dijo que los barrios se organizan contra la inseguridad porque hay un déficit del 30% de policías. Pero, el déficit corresponde al 21%. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2228,#NoComasCuento NO es cierto que la gaseosa Seven Up contiene ácido muriático. @PepsiCoMex lo desmintió en septiembre de 2019. La empresa afirmó que sus productos atraviesan estrictos controles de calidad. Evita compartir mentiras y visita: #NoComasCuento NO es cierto que la gaseosa Seven Up contiene ácido muriático. @PepsiCoMex lo desmintió en septiembre de 2019. La empresa afirmó que sus productos atraviesan estrictos controles de calidad. Evita compartir mentiras y visita:,0,0,0
2229,El #CódigoDeLaDemocracia en su artículo 228 determina que los candidatos deberán notificar al @cnegobec la apertura de los registros contables con todos los aportes o contribuciones en cada proceso electoral. El #CódigoDeLaDemocracia en su artículo 228 determina que los candidatos deberán notificar al @cnegobec la apertura de los registros contables con todos los aportes o contribuciones en cada proceso electoral.,0,0,0
2230,"La ministra de @Salud_Ec , @CataAndramuno , no confirmó el contagio de #coronavirus en un miembro de la @PoliciaEcuador . #NoComasCuento: @ecuavisa denunció el uso de su imagen para difundir mentiras. La ministra de @Salud_Ec , @CataAndramuno , no confirmó el contagio de #coronavirus en un miembro de la @PoliciaEcuador . #NoComasCuento: @ecuavisa denunció el uso de su imagen para difundir mentiras.",0,0,0
2231,#NoComasCuento: @Salud_Ec confirmó que los 10 casos positivos para #CoronavirusEnEcuador corresponden a personas cercanas y familiares al primer diagnóstico. No existen casos confirmados en #Ambato. Revisa: #NoComasCuento: @Salud_Ec confirmó que los 10 casos positivos para #CoronavirusEnEcuador corresponden a personas cercanas y familiares al primer diagnóstico. No existen casos confirmados en #Ambato. Revisa:,1,0,0
2232,"Darío Herrera, ministro de Transporte y Obras públicas, dijo que la Cuenca -Girón -Pasaje estaba en el portal de compras públicas, pero no consta. Elaborado por @camaleon_medio para #EcuadorVerifica. Darío Herrera, ministro de Transporte y Obras públicas, dijo que la Cuenca -Girón -Pasaje estaba en el portal de compras públicas, pero no consta. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2233,"Cristian Zamora, alcalde electo de Cuenca, dijo, en rueda de prensa, que les pidió a sus funcionarios que sean un equipo y “actúen con ética y corrupción”. Elaborado por @camaleon_medio para #EcuadorVerifica. Cristian Zamora, alcalde electo de Cuenca, dijo, en rueda de prensa, que les pidió a sus funcionarios que sean un equipo y “actúen con ética y corrupción”. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2234,#NoComasCuento: @Salud_Ec no ha confirmado un caso sospechoso de #coronavirus en #Ambato. En esta mentira se emplea el logo de @lahoraecuador para desinformar. #NoComasCuento: @Salud_Ec no ha confirmado un caso sospechoso de #coronavirus en #Ambato. En esta mentira se emplea el logo de @lahoraecuador para desinformar.,0,0,0
2235,"#LoMásVisto | En la plataforma digital Etiqueta Negra se publicó que “el TCE ratificó el triunfo de Yuri Colorado y es la virtual alcaldesa del cantón Muisne, sur de la provincia de Esmeraldas”. Elaborado por @relatosesme para #EcuadorVerifica. #LoMásVisto | En la plataforma digital Etiqueta Negra se publicó que “el TCE ratificó el triunfo de Yuri Colorado y es la virtual alcaldesa del cantón Muisne, sur de la provincia de Esmeraldas”. Elaborado por @relatosesme para #EcuadorVerifica.",0,0,0
2236,#NoComasCuento: @Salud_Ec confirmó a @ECUADORCHEQUEA que este informe sobre el avance del #CoronavirusEnEcuador es FALSO. Aquí puedes revisar un resumen de todas las mentiras que hemos detectado al respecto: #NoComasCuento: @Salud_Ec confirmó a @ECUADORCHEQUEA que este informe sobre el avance del #CoronavirusEnEcuador es FALSO. Aquí puedes revisar un resumen de todas las mentiras que hemos detectado al respecto:,0,0,0
2237,#NoComasCuento: @Salud_Ec no ha confirmado un caso sospechoso de #coronavirus en Loja. La publicación ha sido desmentida por las autoridades sanitarias: #NoComasCuento: @Salud_Ec no ha confirmado un caso sospechoso de #coronavirus en Loja. La publicación ha sido desmentida por las autoridades sanitarias:,0,0,0
2238,"#LoMásVisto | Cristian Zamora, alcalde electo de Cuenca, dijo, en rueda de prensa, que les pidió a sus funcionarios que sean un equipo y “actúen con ética y corrupción”. Elaborado por @camaleon_medio para #EcuadorVerifica. #LoMásVisto | Cristian Zamora, alcalde electo de Cuenca, dijo, en rueda de prensa, que les pidió a sus funcionarios que sean un equipo y “actúen con ética y corrupción”. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2239,Los médicos del #HospitalAlcívar no desmintieron a @Salud_Ec sobre el primer caso de #CoronavirusEnEcuador. La casa de salud emitió un comunicado el 29 de febrero y asegura que trabaja en conjunto con las autoridades. Los médicos del #HospitalAlcívar no desmintieron a @Salud_Ec sobre el primer caso de #CoronavirusEnEcuador. La casa de salud emitió un comunicado el 29 de febrero y asegura que trabaja en conjunto con las autoridades.,0,0,0
2240,"El anuncio de los 200 millones sí ocurrió el 16 de marzo del 2023 cuando el mandatario visitó Esmeraldas, lo que no precisó es cuándo destinará ese recurso económico. Elaborado por @relatosesme para #EcuadorVerifica. El anuncio de los 200 millones sí ocurrió el 16 de marzo del 2023 cuando el mandatario visitó Esmeraldas, lo que no precisó es cuándo destinará ese recurso económico. Elaborado por @relatosesme para #EcuadorVerifica.",0,0,0
2241,"#FALSO: La mujer en la foto NO es la doctora Lupita Yamamoto, ni encontró la vacuna que destruye el #coronavirus. En la imagen se observa a la actriz @IamSandraOh en su papel de la doctora Cristina Yang de la serie @GreysABC : #FALSO: La mujer en la foto NO es la doctora Lupita Yamamoto, ni encontró la vacuna que destruye el #coronavirus. En la imagen se observa a la actriz @IamSandraOh en su papel de la doctora Cristina Yang de la serie @GreysABC :",0,0,0
2242,"Etiqueta Negra publicó: “el alcalde electo de Esmeraldas dio por terminado, de forma unilateral, el proceso de transición por estar en desacuerdo con los retrasos y entrega de información del Municipio”. Elaborado por @relatosesme para #EcuadorVerifica. Etiqueta Negra publicó: “el alcalde electo de Esmeraldas dio por terminado, de forma unilateral, el proceso de transición por estar en desacuerdo con los retrasos y entrega de información del Municipio”. Elaborado por @relatosesme para #EcuadorVerifica.",0,0,0
2243,"En la plataforma digital Etiqueta Negra se publicó que “el TCE ratificó el triunfo de Yuri Colorado y es la virtual alcaldesa del cantón Muisne, sur de la provincia de Esmeraldas”. Esto es cierto. Elaborado por @relatosesme para #EcuadorVerifica. En la plataforma digital Etiqueta Negra se publicó que “el TCE ratificó el triunfo de Yuri Colorado y es la virtual alcaldesa del cantón Muisne, sur de la provincia de Esmeraldas”. Esto es cierto. Elaborado por @relatosesme para #EcuadorVerifica.",0,0,0
2244,Él no trasladó a la primera paciente de #coronavirus en #Ecuador. La imagen corresponde al youtuber español Raúl Álvarez Guene. La foto ha sido utilizada en otras desinformaciones. #NoComasCuento: Él no trasladó a la primera paciente de #coronavirus en #Ecuador. La imagen corresponde al youtuber español Raúl Álvarez Guene. La foto ha sido utilizada en otras desinformaciones. #NoComasCuento:,0,0,0
2245,"#LoMásVisto | Darío Herrera, ministro de Transporte y Obras públicas, dijo que la Cuenca -Girón -Pasaje estaba en el portal de compras públicas, pero no consta. Elaborado por @camaleon_medio para #EcuadorVerifica. #LoMásVisto | Darío Herrera, ministro de Transporte y Obras públicas, dijo que la Cuenca -Girón -Pasaje estaba en el portal de compras públicas, pero no consta. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2246,"#LoMásVisto | El alcalde en funciones, Pedro Palacios, dijo que Cuenca es el principal destino turístico del país, pero datos del Ministerio de Turismo ubican a otros sitios como los preferidos. Elaborado por @camaleon_medio para #EcuadorVerifica. #LoMásVisto | El alcalde en funciones, Pedro Palacios, dijo que Cuenca es el principal destino turístico del país, pero datos del Ministerio de Turismo ubican a otros sitios como los preferidos. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2247,#NoComasCuento: @Salud_Ec no confirmó un nuevo caso de #coronavirus en la provincia de Santa Elena. Hasta las 11:15 del 2 de marzo se reporta un caso con pronóstico reservado y cinco con síntomas leves. #NoComasCuento: @Salud_Ec no confirmó un nuevo caso de #coronavirus en la provincia de Santa Elena. Hasta las 11:15 del 2 de marzo se reporta un caso con pronóstico reservado y cinco con síntomas leves.,1,0,1
2248,"Paúl Carrasco, nuevo gobernador de Azuay, permaneció atrapado en el ascensor de esta institución por al menos 10 minutos. Lo compartió como una anécdota de primer día en sus redes sociales. Elaborado por @camaleon_medio para #EcuadorVerifica. Paúl Carrasco, nuevo gobernador de Azuay, permaneció atrapado en el ascensor de esta institución por al menos 10 minutos. Lo compartió como una anécdota de primer día en sus redes sociales. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2249,#NoComasCuento: el @MinSaludCol desmintió una supuesta exigencia de declaración juramente de no tener #coronavirus para los ecuatorianos. La institución aclaró que se trata de un formato en que se detalla información sobre su salud y países que visitados. #NoComasCuento: el @MinSaludCol desmintió una supuesta exigencia de declaración juramente de no tener #coronavirus para los ecuatorianos. La institución aclaró que se trata de un formato en que se detalla información sobre su salud y países que visitados.,0,0,0
2250,"#NoComasCuento la desinformación en torno al #CoronavirusEnEcuador también es utilizada para atacar a actores políticos. El prefecto de Azuay, @yakuperezg , no realizó estas declaraciones. Esta es una publicación de 'El Uninverso': #NoComasCuento la desinformación en torno al #CoronavirusEnEcuador también es utilizada para atacar a actores políticos. El prefecto de Azuay, @yakuperezg , no realizó estas declaraciones. Esta es una publicación de 'El Uninverso':",0,0,0
2251,"El alcalde en funciones, Pedro Palacios, dijo que Cuenca es el principal destino turístico del país, pero datos del Ministerio de Turismo ubican a otros sitios como los preferidos. Elaborado por @camaleon_medio para #EcuadorVerifica. El alcalde en funciones, Pedro Palacios, dijo que Cuenca es el principal destino turístico del país, pero datos del Ministerio de Turismo ubican a otros sitios como los preferidos. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2252,"Primero le sucedió a @AbAlvaroNoboa y ahora fue el turno de @MashiRafael . #NoComasCuento: ninguno ha recomendado comprar ‘bitcoins’ ""para hacerse rico de la noche a la mañana"": Primero le sucedió a @AbAlvaroNoboa y ahora fue el turno de @MashiRafael . #NoComasCuento: ninguno ha recomendado comprar ‘bitcoins’ ""para hacerse rico de la noche a la mañana"":",0,0,0
2253,"El 27 de febrero, el Instituto de Investigación de Galilea en Israel anunció que desarrolló una vacuna eficaz contra el virus de la bronquitis infecciosa por #coronavirus aviar (IBV), que se adaptará a una vacuna contra el #COVID19. Estaría lista en las próximas 8 a 10 semanas. El 27 de febrero, el Instituto de Investigación de Galilea en Israel anunció que desarrolló una vacuna eficaz contra el virus de la bronquitis infecciosa por #coronavirus aviar (IBV), que se adaptará a una vacuna contra el #COVID19. Estaría lista en las próximas 8 a 10 semanas.",1,0,1
2254,"#NoComasCuento: la vacuna en contra del #coronavirus aún no ha sido desarrollada. El 27 de febrero, el Instituto de Investigación de Galilea (MIGAL) en Israel anunció que una vacuna efectiva en contra del #COVID19 estaría lista ""en pocas semanas"". #NoComasCuento: la vacuna en contra del #coronavirus aún no ha sido desarrollada. El 27 de febrero, el Instituto de Investigación de Galilea (MIGAL) en Israel anunció que una vacuna efectiva en contra del #COVID19 estaría lista ""en pocas semanas"".",1,0,1
2255,"Luisa González representa una de las precandidaturas del correísmo. El expresidente Rafael Correa promociona el nombre de González, pero hay otros postulantes para que UNES defina su candidatura definitiva. #EleccionesAnticipadas2023Ec Luisa González representa una de las precandidaturas del correísmo. El expresidente Rafael Correa promociona el nombre de González, pero hay otros postulantes para que UNES defina su candidatura definitiva. #EleccionesAnticipadas2023Ec",0,0,0
2256,"#NoComasCuento este contenido fue desmentido por primera vez en noviembre de 2018. A través de esta mentira buscan robar tu información confidencial: contraseñas, información bancaria, entre otros. #NoComasCuento este contenido fue desmentido por primera vez en noviembre de 2018. A través de esta mentira buscan robar tu información confidencial: contraseñas, información bancaria, entre otros.",0,0,0
2257,"Fernando del Rincón no ha dicho la frase que se le atribuye en este post. El tuit no salió de la cuenta oficial del periodista, circula en distintas redes sociales desde el 19 de mayo, tras el decreto de muerte cruzada. #EleccionesAnticipadas2023Ec Fernando del Rincón no ha dicho la frase que se le atribuye en este post. El tuit no salió de la cuenta oficial del periodista, circula en distintas redes sociales desde el 19 de mayo, tras el decreto de muerte cruzada. #EleccionesAnticipadas2023Ec",0,0,0
2258,#LoMásVisto | En Facebook se compartió un contenido que asegura que Villavicencio supuestamente dijo que lo auspicia la exministra María Paula Romo y que es candidato de Lenín Moreno y toma distancia del presidente Lasso. Calificamos este post como falso. #LoMásVisto | En Facebook se compartió un contenido que asegura que Villavicencio supuestamente dijo que lo auspicia la exministra María Paula Romo y que es candidato de Lenín Moreno y toma distancia del presidente Lasso. Calificamos este post como falso.,0,0,0
2259,No hay registro de que Cuero haya sido hallado con 80.000 dólares en su auto. En el post desinformador se hace mal uso de la línea gráfica de dos medios de comunicación. El propio exlegislador correísta ha desmentido la publicación. No hay registro de que Cuero haya sido hallado con 80.000 dólares en su auto. En el post desinformador se hace mal uso de la línea gráfica de dos medios de comunicación. El propio exlegislador correísta ha desmentido la publicación.,0,0,0
2260,"Gina Watson, representante de la Organización Panamericana de la Salud ( @OPSECU ) en #Ecuador, confirmó que estas recetas caseras que circulan por #WhatsApp no combaten el #coronavirus. Aquí más información sobre la medicina desarrollada a escala mundial: Gina Watson, representante de la Organización Panamericana de la Salud ( @OPSECU ) en #Ecuador, confirmó que estas recetas caseras que circulan por #WhatsApp no combaten el #coronavirus. Aquí más información sobre la medicina desarrollada a escala mundial:",1,0,1
2261,El contenido está manipulado y no fue publicado por La Hora. La publicación circula desde el 28 de mayo. Las imágenes fueron manipuladas en varias ocasiones. #EleccionesAnticipadas2023Ec El contenido está manipulado y no fue publicado por La Hora. La publicación circula desde el 28 de mayo. Las imágenes fueron manipuladas en varias ocasiones. #EleccionesAnticipadas2023Ec,0,0,0
2262,La Ministra de @Salud_Ec confirmó la mañana de este 29 de febrero el caso de una mujer con #coronavirus en #Ecuador. 4 personas están siendo analizadas y una de ellas ya dio negativo en la prueba: #NoComasCuento La Ministra de @Salud_Ec confirmó la mañana de este 29 de febrero el caso de una mujer con #coronavirus en #Ecuador. 4 personas están siendo analizadas y una de ellas ya dio negativo en la prueba: #NoComasCuento,0,0,1
2263,"#LoMásVisto | El nombre de Salvador Quishpe ha sonado durante el fin de semana como posible precandidato a la Presidencia. Sin embargo, el movimiento político Pachakutik todavía no ha asegurado quién será el candidato de su movimiento. #LoMásVisto | El nombre de Salvador Quishpe ha sonado durante el fin de semana como posible precandidato a la Presidencia. Sin embargo, el movimiento político Pachakutik todavía no ha asegurado quién será el candidato de su movimiento.",0,0,0
2264,#NoComasCuento: el sitio no publicó este contenido. Esta información tampoco se replicó en ninguna cuenta vinculada al Papa ( @Pontifex_es ). ¡No sucumbas a las mentiras sobre #coronavirus en redes sociales! #NoComasCuento: el sitio no publicó este contenido. Esta información tampoco se replicó en ninguna cuenta vinculada al Papa ( @Pontifex_es ). ¡No sucumbas a las mentiras sobre #coronavirus en redes sociales!,0,0,0
2265,"Aunque se especuló sobre esta designación, Topic no fue posesionado ni ejerció ese cargo. Tras la salida del cargo de Diego Ordóñez, Wagner Bravo fue nombrado como su reemplazo, y Paco Moncayo como asesor del Gobierno en la temática. Aunque se especuló sobre esta designación, Topic no fue posesionado ni ejerció ese cargo. Tras la salida del cargo de Diego Ordóñez, Wagner Bravo fue nombrado como su reemplazo, y Paco Moncayo como asesor del Gobierno en la temática.",0,0,0
2266,#CoronavirusEnEcuador: El Ministerio de @Educacion_Ec confirmó a Ecuador Chequea que las clases para la Sierra y la Amazonía se cumplirán con normalidad. Los establecimientos educativos en el régimen Costa están en periodo de vacaciones #CoronavirusEnEcuador: El Ministerio de @Educacion_Ec confirmó a Ecuador Chequea que las clases para la Sierra y la Amazonía se cumplirán con normalidad. Los establecimientos educativos en el régimen Costa están en periodo de vacaciones,0,0,0
2267,"El post hace una interpretación de una declaración del Ministro y la tergiversa. La publicación desinformativa incluye un video de Rohon; sin embargo, el texto adjunto no describe lo que se señala sobre el ingreso vehicular por Huaquillas. El post hace una interpretación de una declaración del Ministro y la tergiversa. La publicación desinformativa incluye un video de Rohon; sin embargo, el texto adjunto no describe lo que se señala sobre el ingreso vehicular por Huaquillas.",0,0,0
2268,El Ministerio de @Salud_Ec confirmó que hasta las 12:00 de este 1 de marzo existe un caso de #coronavirus en #Ecuador. La paciente continúa en cuidados intensivos y se espera el resultado de otras 4 personas que fueron sometidas a la prueba. El Ministerio de @Salud_Ec confirmó que hasta las 12:00 de este 1 de marzo existe un caso de #coronavirus en #Ecuador. La paciente continúa en cuidados intensivos y se espera el resultado de otras 4 personas que fueron sometidas a la prueba.,0,0,0
2269,En Facebook se compartió un contenido que asegura que Villavicencio supuestamente dijo que lo auspicia la exministra María Paula Romo y que es candidato de Lenín Moreno y toma distancia del presidente Lasso. Calificamos este post como falso. En Facebook se compartió un contenido que asegura que Villavicencio supuestamente dijo que lo auspicia la exministra María Paula Romo y que es candidato de Lenín Moreno y toma distancia del presidente Lasso. Calificamos este post como falso.,0,0,0
2270,"#LoMásVisto | Los ecuatorianos irán a las urnas para elegir al nuevo presidente, vicepresidente y asambleístas. Se da luego de que el presidente, Guillermo Lasso, disolviera la Asamblea Nacional. Lee la verificación completa: #LoMásVisto | Los ecuatorianos irán a las urnas para elegir al nuevo presidente, vicepresidente y asambleístas. Se da luego de que el presidente, Guillermo Lasso, disolviera la Asamblea Nacional. Lee la verificación completa:",0,0,0
2271,#NoComasCuento El Gobierno de #Ecuador firmó un acuerdo con la @EmbajadaChinaEc para entregar insumos médicos este 23 de marzo de 2020. En esta gestión no tuvo injerencia el expresidente @MashiRafael : #NoComasCuento El Gobierno de #Ecuador firmó un acuerdo con la @EmbajadaChinaEc para entregar insumos médicos este 23 de marzo de 2020. En esta gestión no tuvo injerencia el expresidente @MashiRafael :,0,0,0
2272,"El artista Pascual Cantero, conocido como “Muerdo”, afirmó en un video que Fernando Villavicencio, precandidato a la presidencia de Ecuador, usó su canción “Lejos de la ciudad” en su campaña electoral. Elaborado por @camaleon_medio para #EcuadorVerifica. El artista Pascual Cantero, conocido como “Muerdo”, afirmó en un video que Fernando Villavicencio, precandidato a la presidencia de Ecuador, usó su canción “Lejos de la ciudad” en su campaña electoral. Elaborado por @camaleon_medio para #EcuadorVerifica.",0,0,0
2273,"El presidente, Guillermo Lasso, disolvió la Asamblea Nacional, a través del decreto 741, que se ampara en el artículo 148 de la Constitución. Por ello, Lasso presentó su último Informe a la Nación, en la Plataforma Gubernamental del Sur. El presidente, Guillermo Lasso, disolvió la Asamblea Nacional, a través del decreto 741, que se ampara en el artículo 148 de la Constitución. Por ello, Lasso presentó su último Informe a la Nación, en la Plataforma Gubernamental del Sur.",0,0,0
2274,"En una entrevista con Ecuador Tv, el ministro de Gobierno, Henry Cucalón, aseguró que la primera opción del oficialismo sería Guillermo Lasso. Lee la verificación completa: En una entrevista con Ecuador Tv, el ministro de Gobierno, Henry Cucalón, aseguró que la primera opción del oficialismo sería Guillermo Lasso. Lee la verificación completa:",0,0,0
